"ppvtr.36","first","b.marr","income","momage","momed","momrace","missing_ppvtr.36","missing_b.marr","missing_income","missing_momed","missing_momrace","_mi","_mj"
86,"0","0",6852,21,NA,NA,FALSE,FALSE,FALSE,TRUE,TRUE,297,0
NA,"0","0",6636,25,"1","2",TRUE,FALSE,FALSE,FALSE,FALSE,298,0
110,"1","1",21000,25,NA,NA,FALSE,FALSE,FALSE,TRUE,TRUE,299,0
72,"0","1",11596,25,"1","1",FALSE,FALSE,FALSE,FALSE,FALSE,300,0
73,"0","1",NA,26,"1","2",FALSE,FALSE,TRUE,FALSE,FALSE,301,0
99,"0","0",5268,25,NA,NA,FALSE,FALSE,FALSE,TRUE,TRUE,302,0
122,"1","1",1057448,32,NA,"3",FALSE,FALSE,FALSE,TRUE,FALSE,303,0
129,"1","1",44080,25,"2","3",FALSE,FALSE,FALSE,FALSE,FALSE,304,0
78,"0","0",13500,27,"2",NA,FALSE,FALSE,FALSE,FALSE,TRUE,305,0
106,"0","1",18078,24,"2","3",FALSE,FALSE,FALSE,FALSE,FALSE,306,0
NA,"1","1",NA,28,"2","2",TRUE,FALSE,TRUE,FALSE,FALSE,307,0
NA,"0","1",NA,22,NA,NA,TRUE,FALSE,TRUE,TRUE,TRUE,308,0
NA,"0","0",3564,23,"2","2",TRUE,FALSE,FALSE,FALSE,FALSE,309,0
76,"0","1",33160,27,"2",NA,FALSE,FALSE,FALSE,FALSE,TRUE,310,0
62,"1","1",71300,22,"1",NA,FALSE,FALSE,FALSE,FALSE,TRUE,311,0
44,"1","1",11672,21,"1","2",FALSE,FALSE,FALSE,FALSE,FALSE,312,0
79,"1","0",3000,31,"3","1",FALSE,FALSE,FALSE,FALSE,FALSE,313,0
76,"1","0",32000,23,"3","1",FALSE,FALSE,FALSE,FALSE,FALSE,314,0
108,"1","1",50000,24,NA,"3",FALSE,FALSE,FALSE,TRUE,FALSE,315,0
98,"1","1",NA,24,"2","3",FALSE,FALSE,TRUE,FALSE,FALSE,316,0
98,"1","1",72020.0000000001,30,"2","2",FALSE,FALSE,FALSE,FALSE,FALSE,317,0
82,"0","1",6412,20,"2","1",FALSE,FALSE,FALSE,FALSE,FALSE,318,0
98,"0","1",16700,24,"1","3",FALSE,FALSE,FALSE,FALSE,FALSE,319,0
79,"0","1",30000,22,"2",NA,FALSE,FALSE,FALSE,FALSE,TRUE,320,0
NA,"0","1",50000,26,"2","3",TRUE,FALSE,FALSE,FALSE,FALSE,321,0
75,"0","1",NA,24,"3",NA,FALSE,FALSE,TRUE,FALSE,TRUE,322,0
95,"1","1",3600,23,"1","2",FALSE,FALSE,FALSE,FALSE,FALSE,323,0
46,"0","0",4641,23,"1","3",FALSE,FALSE,FALSE,FALSE,FALSE,324,0
54,"1","0",NA,19,"2","1",FALSE,FALSE,TRUE,FALSE,FALSE,325,0
94,"0","1",24385,26,"2","3",FALSE,FALSE,FALSE,FALSE,FALSE,326,0
NA,"0","1",29600,22,"2","3",TRUE,FALSE,FALSE,FALSE,FALSE,327,0
106,"1",NA,NA,28,"4","2",FALSE,TRUE,TRUE,FALSE,FALSE,328,0
91,"1","0",NA,22,"1","3",FALSE,FALSE,TRUE,FALSE,FALSE,329,0
101,"0","0",8675,22,"2",NA,FALSE,FALSE,FALSE,FALSE,TRUE,330,0
NA,"0","1",12020,20,"1",NA,TRUE,FALSE,FALSE,FALSE,TRUE,331,0
NA,"0","0",10428,26,"1",NA,TRUE,FALSE,FALSE,FALSE,TRUE,332,0
102,"1","1",20180,22,"2",NA,FALSE,FALSE,FALSE,FALSE,TRUE,333,0
93,"0","1",36350,24,"3","2",FALSE,FALSE,FALSE,FALSE,FALSE,334,0
72,"0","0",3400,21,NA,"1",FALSE,FALSE,FALSE,TRUE,FALSE,335,0
83,"0","1",5200,23,"1","2",FALSE,FALSE,FALSE,FALSE,FALSE,336,0
NA,"0","1",8307,22,"1","3",TRUE,FALSE,FALSE,FALSE,FALSE,337,0
NA,"0","1",32856,25,"3","2",TRUE,FALSE,FALSE,FALSE,FALSE,338,0
NA,"1","1",14408,20,"2",NA,TRUE,FALSE,FALSE,FALSE,TRUE,339,0
82,"0","1",15000,24,NA,"2",FALSE,FALSE,FALSE,TRUE,FALSE,340,0
92,"0","0",NA,20,"3",NA,FALSE,FALSE,TRUE,FALSE,TRUE,341,0
74,"1","0",12000,19,NA,"1",FALSE,FALSE,FALSE,TRUE,FALSE,342,0
90,"0","1",1057448,31,"4","3",FALSE,FALSE,FALSE,FALSE,FALSE,343,0
114,"0","1",22510,22,"2",NA,FALSE,FALSE,FALSE,FALSE,TRUE,344,0
53,"1","0",10000,22,NA,"1",FALSE,FALSE,FALSE,TRUE,FALSE,345,0
56,"0","0",3404,22,"2","1",FALSE,FALSE,FALSE,FALSE,FALSE,346,0
110,"1","1",25990,22,"2","3",FALSE,FALSE,FALSE,FALSE,FALSE,347,0
110,"1","1",23000,23,"3","2",FALSE,FALSE,FALSE,FALSE,FALSE,348,0
91,"1","0",14928,19,"2",NA,FALSE,FALSE,FALSE,FALSE,TRUE,349,0
80,"0",NA,NA,26,"2","3",FALSE,TRUE,TRUE,FALSE,FALSE,350,0
67,"0","1",10000,20,NA,"2",FALSE,FALSE,FALSE,TRUE,FALSE,351,0
98,"0","1",25502,21,"3",NA,FALSE,FALSE,FALSE,FALSE,TRUE,352,0
NA,"1","0",1848,20,"1","1",TRUE,FALSE,FALSE,FALSE,FALSE,353,0
81,"1","1",26000,27,"3",NA,FALSE,FALSE,FALSE,FALSE,TRUE,354,0
118,"1","1",NA,25,"4",NA,FALSE,FALSE,TRUE,FALSE,TRUE,355,0
80,"0","0",7328,26,"1",NA,FALSE,FALSE,FALSE,FALSE,TRUE,356,0
94,"0","1",21000,26,"4","3",FALSE,FALSE,FALSE,FALSE,FALSE,357,0
46,"0",NA,NA,28,"1",NA,FALSE,TRUE,TRUE,FALSE,TRUE,358,0
73,"1","1",16630,22,"1","3",FALSE,FALSE,FALSE,FALSE,FALSE,359,0
NA,"0","1",18000,27,"1",NA,TRUE,FALSE,FALSE,FALSE,TRUE,360,0
85,"1","1",17500,21,"2","2",FALSE,FALSE,FALSE,FALSE,FALSE,361,0
NA,"0","1",10000,20,"1","3",TRUE,FALSE,FALSE,FALSE,FALSE,362,0
NA,"1","1",36012,28,"3","3",TRUE,FALSE,FALSE,FALSE,FALSE,363,0
76,"1","0",NA,20,"3","1",FALSE,FALSE,TRUE,FALSE,FALSE,364,0
NA,"1","1",29000,24,"2",NA,TRUE,FALSE,FALSE,FALSE,TRUE,365,0
83,"0","1",NA,22,"1",NA,FALSE,FALSE,TRUE,FALSE,TRUE,366,0
109,"1","1",28010,22,"2","3",FALSE,FALSE,FALSE,FALSE,FALSE,367,0
109,"1","1",14700,23,"3","3",FALSE,FALSE,FALSE,FALSE,FALSE,368,0
84,"1","0",NA,23,"2",NA,FALSE,FALSE,TRUE,FALSE,TRUE,369,0
105,"1","1",25000,19,"3","3",FALSE,FALSE,FALSE,FALSE,FALSE,370,0
56,"0","0",7392,27,"1",NA,FALSE,FALSE,FALSE,FALSE,TRUE,371,0
96,"1","1",NA,22,"2","3",FALSE,FALSE,TRUE,FALSE,FALSE,372,0
110,"1","1",NA,19,"1","1",FALSE,FALSE,TRUE,FALSE,FALSE,373,0
77,"1","0",7332,25,"1","2",FALSE,FALSE,FALSE,FALSE,FALSE,374,0
68,"1","1",15000,22,"3","2",FALSE,FALSE,FALSE,FALSE,FALSE,375,0
106,"1","1",47000,28,NA,"2",FALSE,FALSE,FALSE,TRUE,FALSE,376,0
76,"1","1",21836,24,"2",NA,FALSE,FALSE,FALSE,FALSE,TRUE,377,0
95,"1","1",NA,27,"4","3",FALSE,FALSE,TRUE,FALSE,FALSE,378,0
95,"0","1",53000,27,"1","2",FALSE,FALSE,FALSE,FALSE,FALSE,379,0
97,"0","1",NA,23,"3","1",FALSE,FALSE,TRUE,FALSE,FALSE,380,0
NA,"0","1",NA,18,"1","2",TRUE,FALSE,TRUE,FALSE,FALSE,381,0
96,"0","1",NA,25,"3","1",FALSE,FALSE,TRUE,FALSE,FALSE,382,0
99,"0","1",9750.00000000001,22,"1","3",FALSE,FALSE,FALSE,FALSE,FALSE,383,0
83,"0","0",8298,24,"1","2",FALSE,FALSE,FALSE,FALSE,FALSE,384,0
78,"0","0",29000,21,"2","1",FALSE,FALSE,FALSE,FALSE,FALSE,385,0
79,"0","1",6700,23,"1","2",FALSE,FALSE,FALSE,FALSE,FALSE,386,0
83,"1","1",NA,19,"3","2",FALSE,FALSE,TRUE,FALSE,FALSE,387,0
125,"1","1",60140,26,"3","3",FALSE,FALSE,FALSE,FALSE,FALSE,388,0
80,"0","1",23539,24,"3",NA,FALSE,FALSE,FALSE,FALSE,TRUE,389,0
80,"1","0",NA,18,"1",NA,FALSE,FALSE,TRUE,FALSE,TRUE,390,0
80,"1","0",30000,22,"4",NA,FALSE,FALSE,FALSE,FALSE,TRUE,391,0
50,"0","1",9051,23,"1","2",FALSE,FALSE,FALSE,FALSE,FALSE,392,0
84,"0","1",33000,23,"2",NA,FALSE,FALSE,FALSE,FALSE,TRUE,393,0
90,"1","0",1415,23,"2","3",FALSE,FALSE,FALSE,FALSE,FALSE,394,0
NA,"0","1",NA,23,NA,"2",TRUE,FALSE,TRUE,TRUE,FALSE,395,0
NA,"0","1",63906,28,"4",NA,TRUE,FALSE,FALSE,FALSE,TRUE,396,0
100,"0","1",39017,28,"2","3",FALSE,FALSE,FALSE,FALSE,FALSE,397,0
92,"0","1",52000,28,"3","3",FALSE,FALSE,FALSE,FALSE,FALSE,398,0
99,"0","0",4000,22,"1","2",FALSE,FALSE,FALSE,FALSE,FALSE,399,0
102,"1","1",42125,30,"4","3",FALSE,FALSE,FALSE,FALSE,FALSE,400,0
105,"1","1",21446,20,"2","3",FALSE,FALSE,FALSE,FALSE,FALSE,1,1
91,"1","1",12125,22,"2","3",FALSE,FALSE,FALSE,FALSE,FALSE,2,1
89,"0","1",13560,22,"2","1",FALSE,FALSE,FALSE,FALSE,FALSE,3,1
85,"0","1",24500,28,"3","2",FALSE,FALSE,FALSE,FALSE,TRUE,4,1
66,"0","0",3304,20,"1","1",FALSE,FALSE,FALSE,FALSE,TRUE,5,1
102.508840315391,"0","0",5832,27,"2","3",TRUE,FALSE,FALSE,FALSE,TRUE,6,1
92,"1","0",17022,26,"2","3",FALSE,FALSE,FALSE,FALSE,FALSE,7,1
94,"1","1",13000,23,"3","3",FALSE,FALSE,FALSE,FALSE,FALSE,8,1
124,"1","1",30100,25,"4","3",FALSE,FALSE,FALSE,FALSE,TRUE,9,1
100.984635804333,"1","1",34424,26,"3","2",TRUE,FALSE,FALSE,FALSE,FALSE,10,1
83,"0","0",17500,23,"3","1",FALSE,FALSE,FALSE,FALSE,FALSE,11,1
69,"1","0",25000,20,"3","1",FALSE,FALSE,FALSE,FALSE,FALSE,12,1
83.2181876685454,"0","1",22153,27,"2","2",TRUE,FALSE,FALSE,FALSE,FALSE,13,1
87,"0","1",7372.35841181398,21,"1","3",FALSE,FALSE,TRUE,FALSE,TRUE,14,1
41,"0","1",46000,25,"1","2",FALSE,FALSE,FALSE,FALSE,FALSE,15,1
93.0512694345237,"0","1",29672.6845094065,27,"3","2",TRUE,FALSE,TRUE,FALSE,TRUE,16,1
81.1606862023612,"1","1",2441,23,"2","2",TRUE,FALSE,FALSE,FALSE,FALSE,17,1
97,"1","1",25600,23,"2","3",FALSE,FALSE,FALSE,FALSE,FALSE,18,1
76,"0","0",0,24,"1","2",FALSE,FALSE,FALSE,FALSE,FALSE,19,1
115,"1","1",39700,24,"2","3",FALSE,FALSE,FALSE,FALSE,FALSE,20,1
106,"0","1",21735.4053869744,28,"2","3",FALSE,FALSE,TRUE,TRUE,FALSE,21,1
57,"0","1",5016,25,"1","2",FALSE,FALSE,FALSE,FALSE,FALSE,22,1
92,"0","0",18000,28,"2","3",FALSE,FALSE,FALSE,FALSE,FALSE,23,1
91.7710651858201,"0","1",44800,27,"4","3",TRUE,FALSE,FALSE,FALSE,FALSE,24,1
58.0470825324888,"0","1",18650,29,"2","3",TRUE,FALSE,FALSE,FALSE,FALSE,25,1
75,"1","1",14040,25,"2","2",FALSE,FALSE,FALSE,FALSE,TRUE,26,1
69,"1","0",5200,25,"3","2",FALSE,FALSE,FALSE,FALSE,FALSE,27,1
104,"1","1",21600,26,"3","3",FALSE,FALSE,FALSE,FALSE,TRUE,28,1
52,"0","1",18273.455654854,22,"2","2",FALSE,FALSE,TRUE,FALSE,TRUE,29,1
83,"0","1",24640,25,"2","3",FALSE,FALSE,FALSE,FALSE,FALSE,30,1
120,"0","1",34523.3527873463,28,"2","3",FALSE,FALSE,TRUE,FALSE,FALSE,31,1
70,"0","0",6383.99999999999,24,"1","1",FALSE,FALSE,FALSE,FALSE,FALSE,32,1
82,"0","1",10200,24,"2","2",FALSE,FALSE,FALSE,FALSE,FALSE,33,1
66,"0","1",46394.2502218569,28,"3","2",FALSE,FALSE,TRUE,FALSE,FALSE,34,1
44,"0","1",24744.4144622693,25,"1","2",FALSE,FALSE,TRUE,FALSE,FALSE,35,1
55,"0","1",32000,25,"3","2",FALSE,FALSE,FALSE,FALSE,TRUE,36,1
81.5163908678992,"0","0",6096,26,"2","1",TRUE,FALSE,FALSE,TRUE,FALSE,37,1
106,"1","1",37000,26,"1","3",FALSE,FALSE,FALSE,FALSE,FALSE,38,1
74,"0","1",17528,26,"1","3",FALSE,FALSE,FALSE,FALSE,TRUE,39,1
88,"1","0",4410,19,"2","1",FALSE,FALSE,FALSE,TRUE,TRUE,40,1
71.5957784985618,"1","0",0,23,"1","1",TRUE,FALSE,FALSE,FALSE,FALSE,41,1
72,"1","1",94000.0000000001,28,"2","3",FALSE,FALSE,FALSE,FALSE,TRUE,42,1
74,"0","1",6696,21,"1","3",FALSE,FALSE,FALSE,FALSE,FALSE,43,1
50,"0","1",8162.84118912,24,"3","2",FALSE,FALSE,TRUE,FALSE,FALSE,44,1
99,"1","1",28350,24,"4","3",FALSE,FALSE,FALSE,FALSE,FALSE,45,1
107,"0","1",31000,26,"3","3",FALSE,FALSE,FALSE,FALSE,FALSE,46,1
90,"0","1",23000,21,"2","1",FALSE,FALSE,FALSE,FALSE,FALSE,47,1
95.7714770500802,"1","0",-99.3630091211737,23,"3","3",TRUE,TRUE,TRUE,FALSE,FALSE,48,1
132,"0","1",23490,24,"3","3",FALSE,FALSE,FALSE,FALSE,FALSE,49,1
87,"0","0",1343,19,"1","1",FALSE,FALSE,FALSE,FALSE,TRUE,50,1
90.2203208853055,"1","1",247003.206690071,26,"4","3",TRUE,FALSE,TRUE,TRUE,FALSE,51,1
141.766833445705,"0","1",57720,23,"3","3",TRUE,FALSE,FALSE,FALSE,FALSE,52,1
74.5001676045983,"0","0",8001.77484423341,23,"2","1",TRUE,FALSE,TRUE,FALSE,TRUE,53,1
113.183326498067,"0","1",12810,28,"3","3",TRUE,FALSE,FALSE,FALSE,FALSE,54,1
85,"1","0",15000,20,"2","1",FALSE,FALSE,FALSE,FALSE,FALSE,55,1
78,"0","1",13000,24,"1","3",FALSE,FALSE,FALSE,FALSE,FALSE,56,1
95,"0","1",99000,29,"4","3",FALSE,FALSE,FALSE,FALSE,FALSE,57,1
103,"0","1",15960,18,"1","2",FALSE,FALSE,FALSE,FALSE,FALSE,58,1
70,"1","0",4820,23,"1","1",FALSE,FALSE,FALSE,FALSE,FALSE,59,1
91.7196457348723,"1","1",6353.59523681604,26,"2","3",TRUE,FALSE,TRUE,FALSE,TRUE,60,1
54,"0","0",7164,21,"1","2",FALSE,FALSE,FALSE,FALSE,TRUE,61,1
97.1165364347311,"0","0",2859.81029448827,23,"1","1",TRUE,FALSE,TRUE,FALSE,FALSE,62,1
84,"0","1",19315,29,"3","3",FALSE,FALSE,FALSE,FALSE,FALSE,63,1
87,"0","1",65750,31,"4","3",FALSE,FALSE,FALSE,FALSE,FALSE,64,1
92,"0","1",11750,22,"2","3",FALSE,FALSE,FALSE,FALSE,FALSE,65,1
59,"1","0",1621.28171107646,23,"1","1",FALSE,FALSE,TRUE,FALSE,TRUE,66,1
79,"0","1",28500,25,"2","2",FALSE,FALSE,FALSE,FALSE,FALSE,67,1
53,"0","0",-159.811606170436,26,"1","3",FALSE,TRUE,TRUE,FALSE,FALSE,68,1
87,"1","0",-91.4650434980366,26,"1","3",FALSE,TRUE,TRUE,FALSE,FALSE,69,1
93,"1","0",25000,21,"2","1",FALSE,FALSE,FALSE,FALSE,FALSE,70,1
66.0371946585799,"0","1",27000,28,"3","2",TRUE,FALSE,FALSE,FALSE,FALSE,71,1
96,"1","1",16833.9565143199,19,"2","1",FALSE,FALSE,TRUE,FALSE,TRUE,72,1
124,"1","1",60500,31,"4","3",FALSE,FALSE,FALSE,FALSE,FALSE,73,1
58,"1","0",2737.47699278111,19,"2","1",FALSE,FALSE,TRUE,FALSE,FALSE,74,1
116,"0","1",32050,26,"3","3",FALSE,FALSE,FALSE,TRUE,FALSE,75,1
68.8210009441795,"0","1",9000,21,"1","2",TRUE,FALSE,FALSE,FALSE,FALSE,76,1
107.565699222313,"0","1",72799.9999999999,24,"3","3",TRUE,FALSE,FALSE,FALSE,FALSE,77,1
106,"0","1",21300,23,"3","3",FALSE,FALSE,FALSE,FALSE,FALSE,78,1
75.7913293809029,"0","1",34000,26,"2","3",TRUE,FALSE,FALSE,FALSE,FALSE,79,1
94.0418100413757,"0","1",19000,24,"2","3",TRUE,FALSE,FALSE,FALSE,FALSE,80,1
64.0860767527367,"0","1",13418,27,"2","2",TRUE,FALSE,FALSE,FALSE,TRUE,81,1
89,"1","1",14500,19,"1","3",FALSE,FALSE,FALSE,FALSE,FALSE,82,1
83,"0","1",6177.83612477286,18,"1","3",FALSE,FALSE,TRUE,FALSE,FALSE,83,1
83,"1","1",38047,23,"3","2",FALSE,FALSE,FALSE,TRUE,FALSE,84,1
78,"0","0",1000,21,"1","2",FALSE,FALSE,FALSE,FALSE,FALSE,85,1
106,"1","1",77814.7753848376,22,"4","3",FALSE,FALSE,TRUE,FALSE,TRUE,86,1
98,"1","1",29674,21,"3","3",FALSE,FALSE,FALSE,FALSE,FALSE,87,1
70,"0","1",31421.5638619567,24,"1","2",FALSE,FALSE,TRUE,FALSE,FALSE,88,1
104,"0","1",47776,27,"3","1",FALSE,FALSE,FALSE,FALSE,FALSE,89,1
90,"0","1",22947.4535228411,29,"3","2",FALSE,FALSE,TRUE,FALSE,TRUE,90,1
74.7387204265067,"0","1",32648.5989094748,29,"2","3",TRUE,FALSE,TRUE,FALSE,FALSE,91,1
72,"1","0",9986.1642020769,22,"2","1",FALSE,FALSE,TRUE,FALSE,TRUE,92,1
81,"0","1",43020,26,"2","3",FALSE,FALSE,FALSE,FALSE,FALSE,93,1
80,"0","1",9400,24,"1","3",FALSE,FALSE,FALSE,FALSE,FALSE,94,1
88,"1","0",3420,21,"2","1",FALSE,FALSE,FALSE,FALSE,FALSE,95,1
86,"1","1",28506,23,"1","3",FALSE,FALSE,FALSE,FALSE,FALSE,96,1
79,"0","1",12056,18,"1","2",FALSE,FALSE,FALSE,FALSE,FALSE,97,1
71.4234681432667,"0","1",24700,27,"2","3",TRUE,FALSE,FALSE,FALSE,FALSE,98,1
104,"0","1",12000,20,"1","2",FALSE,FALSE,FALSE,FALSE,FALSE,99,1
66,"1","1",10379.024604259,22,"2","1",FALSE,FALSE,TRUE,TRUE,TRUE,100,1
88,"1","1",40200,26,"3","3",FALSE,FALSE,FALSE,FALSE,FALSE,101,1
46,"0","1",13000,28,"3","2",FALSE,FALSE,FALSE,FALSE,FALSE,102,1
72,"0","0",2532,23,"1","1",FALSE,FALSE,FALSE,TRUE,FALSE,103,1
86,"0","1",17501,23,"2","3",FALSE,FALSE,FALSE,FALSE,FALSE,104,1
72,"0","1",20180,21,"2","3",FALSE,FALSE,FALSE,FALSE,FALSE,105,1
87,"1","0",16000,21,"3","1",FALSE,FALSE,FALSE,FALSE,FALSE,106,1
82,"1","1",26390.142651553,22,"2","2",FALSE,FALSE,TRUE,FALSE,FALSE,107,1
92,"1","1",25000,25,"2","3",FALSE,FALSE,FALSE,FALSE,FALSE,108,1
122,"0","1",39350,27,"3","3",FALSE,FALSE,FALSE,FALSE,FALSE,109,1
122,"1","1",42043,22,"3","3",FALSE,FALSE,FALSE,FALSE,FALSE,110,1
91,"1","0",63774.6748703807,25,"2","3",FALSE,FALSE,TRUE,FALSE,TRUE,111,1
52,"1","0",410,19,"2","1",FALSE,FALSE,FALSE,FALSE,FALSE,112,1
99,"1","1",25477.1538528554,17,"1","3",FALSE,FALSE,TRUE,FALSE,TRUE,113,1
102,"1","1",32328,23,"2","3",FALSE,FALSE,FALSE,FALSE,FALSE,114,1
79.2039225136636,"1","1",21600,22,"2","2",TRUE,FALSE,FALSE,FALSE,FALSE,115,1
91,"0","0",26464,19,"2","1",FALSE,FALSE,FALSE,FALSE,TRUE,116,1
86,"0","0",4716,28,"1","3",FALSE,FALSE,FALSE,FALSE,TRUE,117,1
75,"0","1",10400,23,"1","3",FALSE,FALSE,FALSE,FALSE,FALSE,118,1
99,"0","1",33054,26,"2","3",FALSE,FALSE,FALSE,FALSE,FALSE,119,1
105,"0","1",13189.4835493965,20,"1","3",FALSE,FALSE,TRUE,FALSE,TRUE,120,1
94.1085651357394,"1","0",74000.0000000001,28,"3","1",TRUE,FALSE,FALSE,FALSE,TRUE,121,1
70,"0","0",12956.8342461235,23,"3","1",FALSE,FALSE,TRUE,FALSE,TRUE,122,1
84,"0","1",14588,23,"3","3",FALSE,FALSE,FALSE,FALSE,TRUE,123,1
83,"0","1",17000,26,"1","2",FALSE,FALSE,FALSE,FALSE,TRUE,124,1
108,"1","0",7800,26,"3","3",FALSE,FALSE,FALSE,FALSE,FALSE,125,1
87,"1","1",49000,32,"3","3",FALSE,FALSE,FALSE,FALSE,FALSE,126,1
113.15447468077,"1","1",26800,30,"3","1",TRUE,FALSE,FALSE,TRUE,FALSE,127,1
91,"1","1",15418,21,"3","3",FALSE,FALSE,FALSE,FALSE,FALSE,128,1
104,"0","1",3634,19,"1","3",FALSE,FALSE,FALSE,FALSE,FALSE,129,1
94,"0","0",7022,23,"1","3",FALSE,FALSE,FALSE,FALSE,FALSE,130,1
82.9143230422145,"1","0",-172.593104045547,25,"2","1",TRUE,TRUE,TRUE,TRUE,TRUE,131,1
67.8044986434841,"0","0",5952,23,"1","3",TRUE,FALSE,FALSE,FALSE,FALSE,132,1
89,"0","1",40568,25,"2","3",FALSE,FALSE,FALSE,FALSE,FALSE,133,1
92.0426860042265,"0","1",15315.9765522072,26,"2","1",TRUE,FALSE,TRUE,FALSE,FALSE,134,1
73,"0","0",5172,21,"1","2",FALSE,FALSE,FALSE,FALSE,TRUE,135,1
95,"0","0",16000,25,"1","3",FALSE,FALSE,FALSE,FALSE,FALSE,136,1
99.0597614334875,"1","0",12000,22,"2","1",TRUE,FALSE,FALSE,FALSE,TRUE,137,1
74.9696956380797,"1","0",15000,20,"2","1",TRUE,FALSE,FALSE,FALSE,FALSE,138,1
90,"1","0",4024,22,"2","1",FALSE,FALSE,FALSE,TRUE,FALSE,139,1
62,"0","1",5625,24,"2","2",FALSE,FALSE,FALSE,FALSE,TRUE,140,1
63,"0","1",53000,28,"1","2",FALSE,FALSE,FALSE,FALSE,FALSE,141,1
131,"1","0",12000,24,"4","1",FALSE,FALSE,FALSE,FALSE,TRUE,142,1
66.0979678091809,"0","1",7879,24,"1","2",TRUE,FALSE,FALSE,FALSE,FALSE,143,1
106,"1","1",20480,23,"3","3",FALSE,FALSE,FALSE,FALSE,FALSE,144,1
114,"0","1",1057448,29,"4","3",FALSE,FALSE,FALSE,FALSE,FALSE,145,1
62,"0","1",12000,25,"3","1",FALSE,FALSE,FALSE,FALSE,TRUE,146,1
91,"0","0",27000,25,"3","1",FALSE,FALSE,FALSE,FALSE,TRUE,147,1
100,"1","1",24000,18,"2","2",FALSE,FALSE,FALSE,FALSE,FALSE,148,1
82,"0","0",5768,20,"1","1",FALSE,FALSE,FALSE,FALSE,TRUE,149,1
79,"0","1",14709,23,"2","2",FALSE,FALSE,FALSE,FALSE,FALSE,150,1
88,"1","1",9556.00000000001,18,"1","3",FALSE,FALSE,FALSE,FALSE,FALSE,151,1
118.36075641681,"1","1",23353,19,"2","3",TRUE,FALSE,FALSE,FALSE,FALSE,152,1
72,"0","0",6786,20,"1","2",FALSE,FALSE,FALSE,FALSE,FALSE,153,1
91,"1","1",34020,25,"2","3",FALSE,FALSE,FALSE,FALSE,TRUE,154,1
76,"0","1",23700,20,"2","2",FALSE,FALSE,FALSE,FALSE,FALSE,155,1
87,"1","0",20105.6339710223,25,"3","2",FALSE,FALSE,TRUE,FALSE,TRUE,156,1
82,"0","0",5205,24,"2","1",FALSE,FALSE,FALSE,TRUE,FALSE,157,1
65,"0","1",23000,26,"3","2",FALSE,FALSE,FALSE,FALSE,TRUE,158,1
67.6465029401713,"0","0",11000,24,"1","2",TRUE,FALSE,FALSE,TRUE,FALSE,159,1
68.390155010926,"1","1",8000,29,"2","2",TRUE,FALSE,FALSE,FALSE,FALSE,160,1
102,"0","1",20100,27,"1","3",FALSE,FALSE,FALSE,TRUE,FALSE,161,1
57,"0","1",6000,22,"1","2",FALSE,FALSE,FALSE,TRUE,FALSE,162,1
105,"0","1",47000,31,"4","3",FALSE,FALSE,FALSE,TRUE,FALSE,163,1
67,"0","0",4440,23,"1","1",FALSE,FALSE,FALSE,FALSE,FALSE,164,1
90,"1","1",23000,22,"2","3",FALSE,FALSE,FALSE,FALSE,FALSE,165,1
84.1441560445981,"0","0",3542,27,"1","3",TRUE,FALSE,FALSE,FALSE,TRUE,166,1
97,"0","1",19000,26,"4","3",FALSE,FALSE,FALSE,TRUE,FALSE,167,1
69,"1","1",12766,20,"2","3",FALSE,FALSE,FALSE,FALSE,FALSE,168,1
83,"0","0",4728,27,"2","1",FALSE,FALSE,FALSE,FALSE,TRUE,169,1
58,"1","1",19421.9573378905,27,"1","2",FALSE,FALSE,TRUE,FALSE,FALSE,170,1
110,"1","1",37150,26,"3","3",FALSE,FALSE,FALSE,FALSE,TRUE,171,1
109,"1","1",30000,22,"3","2",FALSE,FALSE,FALSE,FALSE,FALSE,172,1
88,"0","1",16100,26,"1","3",FALSE,FALSE,FALSE,FALSE,TRUE,173,1
94,"0","1",100001,28,"4","3",FALSE,FALSE,FALSE,FALSE,FALSE,174,1
70,"1","1",7500,23,"2","2",FALSE,FALSE,FALSE,FALSE,FALSE,175,1
98,"1","1",11005,24,"2","3",FALSE,FALSE,FALSE,FALSE,TRUE,176,1
113,"1","1",34100,30,"2","3",FALSE,FALSE,FALSE,FALSE,FALSE,177,1
106,"1","1",31540,23,"3","3",FALSE,FALSE,FALSE,FALSE,FALSE,178,1
117,"1","1",37386,27,"3","3",FALSE,FALSE,FALSE,FALSE,FALSE,179,1
80,"1","0",35000,20,"1","1",FALSE,FALSE,FALSE,FALSE,FALSE,180,1
78,"0","1",25102,21,"1","2",FALSE,FALSE,FALSE,FALSE,FALSE,181,1
77,"0","1",9000,24,"2","2",FALSE,FALSE,FALSE,FALSE,FALSE,182,1
88.7320535599618,"0","1",38050,28,"2","2",TRUE,FALSE,FALSE,FALSE,FALSE,183,1
127,"0","1",15532,21,"2","3",FALSE,FALSE,FALSE,FALSE,FALSE,184,1
96,"1","1",5000,17,"1","1",FALSE,FALSE,FALSE,FALSE,TRUE,185,1
53.9237277922064,"0","0",15000,25,"1","3",TRUE,FALSE,FALSE,FALSE,FALSE,186,1
41,"1","0",25000,16,"1","1",FALSE,FALSE,FALSE,FALSE,FALSE,187,1
